doc_id,department,queue_position,patients_ahead,hour_of_day,day_of_week,avg_consultation_time,active_priority_count,historical_delay_factor,no_show_rate,actual_wait_minutes
DOC_100,General Medicine,1,0,11,2,23.8,0,1.39,0.07,1.7
DOC_112,Dermatology,9,8,12,1,9.1,0,1.12,0.1,79.2
DOC_102,Neurology,21,20,17,1,23.7,1,0.8,0.11,383.7
DOC_100,Dermatology,18,17,9,5,8.0,0,0.9,0.16,142.3
DOC_110,Pediatrics,17,16,12,1,20.8,1,1.46,0.13,486.1
DOC_113,Neurology,5,4,12,5,21.9,0,0.88,0.09,67.8
DOC_106,Dermatology,22,21,9,3,15.1,0,1.46,0.07,557.8
DOC_108,Neurology,4,3,11,2,28.5,0,0.93,0.13,88.6
DOC_113,Neurology,9,8,9,1,30.8,1,1.45,0.14,476.3
DOC_111,General Medicine,20,19,9,5,11.2,1,1.3,0.05,352.9
DOC_114,Orthopedics,19,18,9,1,16.9,0,1.26,0.19,439.2
DOC_106,Pediatrics,24,23,12,0,15.1,1,1.23,0.15,475.8
DOC_103,Neurology,21,20,9,3,19.2,0,0.87,0.12,393.0
DOC_108,Cardiology,10,9,10,0,20.5,2,1.04,0.1,335.9
DOC_105,Orthopedics,8,7,16,4,20.2,0,1.16,0.18,144.9
DOC_112,General Medicine,9,8,10,4,16.9,0,1.07,0.06,176.9
DOC_108,Dermatology,19,18,10,0,8.0,0,1.15,0.19,222.0
DOC_112,Orthopedics,15,14,14,3,19.1,0,1.35,0.14,372.5
DOC_101,Orthopedics,18,17,10,3,10.5,1,1.26,0.16,275.7
DOC_109,General Medicine,2,1,8,1,18.0,1,0.96,0.17,44.0
DOC_106,Pediatrics,10,9,8,2,16.1,0,1.02,0.14,130.2
DOC_109,Orthopedics,23,22,10,0,21.8,2,1.31,0.13,941.8
DOC_100,Pediatrics,12,11,17,3,19.2,0,1.13,0.09,225.2
DOC_108,Pediatrics,12,11,10,3,17.5,0,0.95,0.06,222.9
DOC_100,General Medicine,21,20,11,4,14.8,1,1.33,0.19,476.6
DOC_111,General Medicine,18,17,14,4,16.5,0,0.94,0.15,271.4
DOC_109,Neurology,8,7,11,5,25.0,0,1.07,0.12,220.0
DOC_105,Neurology,18,17,14,2,23.4,0,0.81,0.16,330.9
DOC_106,General Medicine,21,20,12,3,14.4,0,1.15,0.14,312.6
DOC_101,Neurology,15,14,10,1,28.9,0,1.39,0.09,668.9
DOC_111,Neurology,1,0,8,0,20.4,1,1.2,0.08,27.1
DOC_113,Orthopedics,16,15,9,5,15.6,0,1.28,0.09,358.3
DOC_102,Cardiology,9,8,10,0,19.3,0,1.08,0.17,220.2
DOC_107,General Medicine,24,23,12,2,15.6,0,0.88,0.19,287.2
DOC_101,Neurology,12,11,9,3,23.2,2,1.32,0.16,479.2
DOC_113,Cardiology,19,18,16,3,15.2,0,1.09,0.09,293.3
DOC_105,Pediatrics,19,18,15,2,18.7,0,1.02,0.2,343.5
DOC_108,Dermatology,21,20,15,1,11.1,0,0.99,0.06,238.0
DOC_102,Cardiology,20,19,11,0,22.3,1,0.87,0.1,536.6
DOC_100,Dermatology,9,8,8,4,10.3,0,1.33,0.06,108.4
DOC_107,Pediatrics,22,21,10,3,14.5,0,1.1,0.08,400.0
DOC_107,Dermatology,16,15,8,2,11.6,0,1.26,0.15,205.0
DOC_111,Orthopedics,15,14,10,3,23.1,1,1.01,0.05,427.4
DOC_101,Cardiology,12,11,16,0,17.7,0,1.09,0.13,225.5
DOC_103,General Medicine,6,5,11,0,13.4,0,1.06,0.15,92.6
DOC_101,Orthopedics,13,12,14,1,22.6,0,1.14,0.16,305.7
DOC_103,Cardiology,7,6,11,2,15.9,1,1.21,0.18,156.5
DOC_106,Neurology,16,15,15,5,23.3,0,0.82,0.19,285.3
DOC_114,Dermatology,10,9,9,4,13.4,0,1.16,0.12,166.6
DOC_114,Orthopedics,2,1,10,2,14.5,0,1.28,0.12,20.3
DOC_104,Pediatrics,24,23,17,4,17.0,1,1.07,0.1,412.8
DOC_114,Orthopedics,4,3,12,1,16.2,0,1.18,0.09,52.9
DOC_108,General Medicine,7,6,8,2,17.5,2,1.36,0.14,190.4
DOC_109,Pediatrics,19,18,10,2,13.3,0,0.84,0.13,235.6
DOC_112,General Medicine,24,23,17,1,12.7,1,1.11,0.1,318.9
DOC_114,Neurology,6,5,14,4,22.0,0,0.89,0.19,106.4
DOC_104,Dermatology,23,22,14,1,12.0,0,0.97,0.2,259.5
DOC_107,Neurology,20,19,10,0,21.7,0,0.95,0.13,525.5
DOC_110,Dermatology,17,16,14,4,10.3,0,1.46,0.19,238.6
DOC_114,General Medicine,14,13,8,0,13.4,0,1.47,0.17,271.2
DOC_113,Pediatrics,2,1,12,4,13.9,0,1.28,0.19,17.3
DOC_106,Pediatrics,13,12,14,2,12.7,0,0.99,0.09,151.2
DOC_100,Orthopedics,1,0,8,1,19.0,0,0.81,0.12,0.0
DOC_108,Pediatrics,8,7,8,3,12.4,0,1.2,0.17,95.2
DOC_109,Orthopedics,18,17,10,3,18.8,1,1.29,0.2,499.4
DOC_109,Neurology,7,6,9,0,28.0,0,1.32,0.15,292.2
DOC_109,Dermatology,13,12,16,3,12.9,1,1.48,0.14,231.7
DOC_104,Cardiology,14,13,10,2,15.0,0,0.99,0.19,223.5
DOC_101,Orthopedics,22,21,14,3,19.0,0,1.26,0.07,529.4
DOC_113,Dermatology,24,23,11,2,16.7,0,0.82,0.12,364.4
DOC_113,Cardiology,14,13,10,1,28.3,0,0.87,0.16,370.9
DOC_107,Cardiology,7,6,10,4,19.9,0,1.12,0.13,156.9
DOC_108,General Medicine,21,20,11,0,15.7,1,0.85,0.18,371.3
DOC_113,Dermatology,24,23,15,2,8.0,1,1.27,0.17,245.2
DOC_109,Orthopedics,22,21,11,4,15.7,0,1.42,0.11,560.8
DOC_104,Dermatology,8,7,16,3,8.0,0,1.16,0.15,60.9
DOC_107,General Medicine,17,16,8,1,12.7,0,1.11,0.09,217.0
DOC_113,Orthopedics,16,15,12,2,19.6,0,1.47,0.07,418.1
DOC_111,General Medicine,8,7,11,0,16.3,0,1.4,0.08,224.6
DOC_113,Orthopedics,20,19,9,0,18.7,1,1.36,0.16,677.3
DOC_104,General Medicine,11,10,10,1,11.2,0,1.09,0.19,137.4
DOC_114,General Medicine,7,6,12,0,15.1,0,0.93,0.15,89.4
DOC_108,Dermatology,5,4,9,2,15.3,0,1.26,0.16,87.9
DOC_112,Pediatrics,11,10,14,2,17.8,3,1.35,0.19,330.7
DOC_100,Neurology,21,20,10,2,24.5,0,1.45,0.06,858.9
DOC_111,Cardiology,6,5,14,4,22.0,0,1.43,0.1,160.2
DOC_114,Dermatology,10,9,11,0,14.1,0,1.33,0.06,239.7
DOC_102,General Medicine,2,1,12,2,12.4,1,0.89,0.15,19.5
DOC_112,Orthopedics,3,2,10,4,17.1,0,0.95,0.09,38.2
DOC_105,Pediatrics,23,22,9,0,15.8,2,1.07,0.14,550.7
DOC_108,Dermatology,6,5,10,0,11.4,0,1.2,0.19,90.2
DOC_109,Neurology,5,4,10,2,27.1,0,1.15,0.13,151.8
DOC_113,Cardiology,10,9,10,0,26.9,0,0.93,0.1,304.7
DOC_100,Neurology,14,13,11,4,28.1,0,1.1,0.13,470.6
DOC_105,Orthopedics,15,14,12,4,22.3,0,1.18,0.08,357.6
DOC_105,General Medicine,17,16,9,5,10.9,0,1.42,0.12,299.5
DOC_106,General Medicine,22,21,11,4,18.1,0,1.04,0.19,445.0
DOC_101,Cardiology,3,2,10,1,23.7,0,0.93,0.17,56.5
DOC_114,Orthopedics,6,5,14,3,16.2,0,0.92,0.06,77.6
DOC_107,Cardiology,12,11,11,2,21.3,0,1.48,0.15,400.7
DOC_111,Pediatrics,4,3,9,1,18.2,1,1.01,0.13,94.0
DOC_102,Pediatrics,4,3,9,5,16.1,0,1.03,0.1,63.1
DOC_112,Orthopedics,5,4,11,3,14.5,0,1.31,0.15,93.0
DOC_100,General Medicine,22,21,10,5,19.9,0,1.33,0.07,670.3
DOC_105,Neurology,4,3,15,3,25.5,1,1.18,0.12,130.0
DOC_110,Neurology,21,20,17,0,29.3,2,0.81,0.09,588.3
DOC_109,Cardiology,9,8,15,2,17.8,0,1.27,0.16,186.9
DOC_103,General Medicine,17,16,10,0,13.9,0,1.41,0.08,433.4
DOC_104,Dermatology,21,20,8,0,10.9,3,1.22,0.2,330.7
DOC_108,Neurology,4,3,10,3,29.8,0,1.24,0.11,130.0
DOC_100,Pediatrics,3,2,8,3,19.1,0,1.34,0.16,46.9
DOC_112,Cardiology,14,13,12,3,21.1,0,1.08,0.16,272.7
DOC_113,Pediatrics,11,10,9,2,14.1,0,0.97,0.12,164.1
DOC_100,General Medicine,3,2,12,0,14.9,0,1.28,0.15,41.6
DOC_105,Neurology,5,4,15,0,27.3,3,1.46,0.09,360.3
DOC_107,Neurology,15,14,16,5,26.4,0,1.33,0.06,475.1
DOC_109,General Medicine,12,11,8,1,13.6,0,1.38,0.17,194.3
DOC_107,Dermatology,2,1,15,0,12.6,0,1.38,0.12,20.3
DOC_103,Cardiology,11,10,15,4,17.4,1,1.01,0.13,205.4
DOC_105,General Medicine,1,0,12,5,13.6,0,1.14,0.17,0.0
DOC_108,Cardiology,1,0,9,1,20.8,1,1.18,0.1,38.1
DOC_112,Cardiology,22,21,9,1,22.4,0,0.85,0.08,477.2
DOC_100,General Medicine,21,20,9,5,18.1,0,1.1,0.12,470.4
DOC_112,General Medicine,22,21,9,0,15.3,0,1.37,0.13,592.0
DOC_101,Neurology,20,19,15,4,26.3,0,0.82,0.14,419.8
DOC_103,Orthopedics,23,22,9,2,16.6,0,1.32,0.12,569.6
DOC_100,Orthopedics,1,0,8,1,18.3,1,0.93,0.2,21.3
DOC_110,Orthopedics,10,9,9,1,21.0,0,1.39,0.15,307.9
DOC_101,Neurology,18,17,10,4,23.1,0,0.83,0.17,375.6
DOC_100,Dermatology,21,20,14,5,14.6,2,0.81,0.08,276.8
DOC_105,Neurology,19,18,12,3,23.0,0,0.93,0.15,355.2
DOC_107,General Medicine,9,8,16,0,15.8,0,1.06,0.1,145.4
DOC_102,Dermatology,3,2,9,4,12.2,3,0.97,0.15,86.5
DOC_100,Cardiology,12,11,11,4,20.6,0,0.89,0.06,247.6
DOC_113,Dermatology,21,20,12,2,12.7,0,0.86,0.17,196.8
DOC_102,Pediatrics,15,14,12,5,11.8,0,0.93,0.05,150.4
DOC_112,Orthopedics,8,7,17,5,13.9,0,1.04,0.14,93.9
DOC_108,Pediatrics,11,10,12,0,14.2,1,1.42,0.09,243.8
DOC_113,Pediatrics,16,15,15,2,11.7,2,1.42,0.08,299.3
DOC_105,Orthopedics,21,20,10,4,17.8,0,1.32,0.17,538.5
DOC_105,Pediatrics,5,4,11,5,16.1,1,1.27,0.06,132.1
DOC_111,Neurology,13,12,15,4,30.8,0,0.95,0.06,375.2
DOC_101,Pediatrics,5,4,10,4,15.4,1,0.87,0.09,82.0
DOC_104,Neurology,2,1,8,0,21.3,0,1.27,0.19,25.8
DOC_103,Pediatrics,8,7,15,2,13.5,3,1.03,0.18,150.3
DOC_105,Cardiology,4,3,9,0,19.5,0,1.44,0.19,107.5
DOC_104,Neurology,12,11,9,4,22.2,0,1.16,0.14,333.2
DOC_111,Neurology,21,20,17,5,28.2,0,1.34,0.07,732.7
DOC_101,Cardiology,9,8,15,5,21.6,0,1.13,0.18,194.2
DOC_101,Orthopedics,6,5,9,2,25.3,0,0.89,0.16,131.6
DOC_114,Dermatology,22,21,11,5,10.3,0,1.12,0.18,270.3
DOC_114,Pediatrics,2,1,10,2,14.4,1,1.34,0.11,55.0
DOC_113,Dermatology,15,14,10,5,13.1,0,0.92,0.07,205.9
DOC_110,Pediatrics,14,13,11,1,13.5,3,1.42,0.06,383.0
DOC_113,Pediatrics,8,7,14,3,15.9,0,1.26,0.08,152.0
DOC_110,General Medicine,8,7,9,3,11.2,1,0.81,0.09,87.6
DOC_114,Neurology,16,15,10,5,25.2,0,1.39,0.08,632.2
DOC_103,General Medicine,13,12,15,4,17.4,0,0.84,0.17,170.6
DOC_110,General Medicine,13,12,10,3,13.1,0,0.99,0.11,185.8
DOC_110,Dermatology,2,1,10,5,13.5,1,1.03,0.18,43.4
DOC_109,General Medicine,16,15,11,5,15.6,0,1.43,0.16,389.3
DOC_113,Orthopedics,24,23,10,0,14.9,1,1.03,0.13,502.2
DOC_105,Pediatrics,16,15,15,2,11.5,0,1.15,0.18,199.0
DOC_103,General Medicine,16,15,8,1,13.4,1,0.88,0.11,182.4
DOC_110,Pediatrics,10,9,14,2,11.5,0,1.27,0.17,136.1
DOC_106,Orthopedics,12,11,12,4,17.0,0,0.89,0.11,153.4
DOC_101,Neurology,6,5,10,0,25.1,0,1.18,0.12,199.1
DOC_109,Dermatology,13,12,11,4,11.6,0,1.49,0.12,241.6
DOC_100,Orthopedics,16,15,10,1,16.4,0,1.44,0.18,399.2
DOC_113,Cardiology,18,17,16,4,22.3,0,1.27,0.13,450.3
DOC_113,General Medicine,17,16,10,4,14.0,2,0.97,0.18,289.4
DOC_114,General Medicine,9,8,9,0,15.9,1,1.01,0.07,208.7
DOC_113,General Medicine,23,22,9,0,19.5,1,0.81,0.11,500.7
DOC_104,Orthopedics,16,15,14,1,16.2,0,1.4,0.18,333.2
DOC_109,Dermatology,2,1,8,2,13.5,2,1.47,0.2,66.0
DOC_104,Cardiology,2,1,14,5,17.1,1,1.17,0.13,44.8
DOC_108,Orthopedics,20,19,12,2,23.3,0,0.96,0.2,381.2
DOC_106,Pediatrics,5,4,9,5,9.7,3,0.98,0.12,87.4
DOC_102,Pediatrics,18,17,8,3,14.2,0,1.38,0.17,306.7
DOC_104,Neurology,24,23,11,5,23.5,0,1.36,0.12,865.7
DOC_101,General Medicine,13,12,14,5,14.1,0,1.33,0.08,242.2
DOC_102,Cardiology,5,4,14,5,16.2,1,1.02,0.08,93.3
DOC_110,Orthopedics,21,20,9,5,21.0,0,1.25,0.08,633.7
DOC_106,Cardiology,8,7,11,4,19.0,0,1.31,0.06,212.8
DOC_101,Cardiology,23,22,9,4,17.0,0,0.88,0.18,373.6
DOC_107,Orthopedics,10,9,12,0,17.0,1,0.94,0.14,179.2
DOC_108,Pediatrics,12,11,16,0,14.5,0,0.85,0.12,149.9
DOC_102,Neurology,18,17,11,5,25.2,0,0.85,0.1,429.8
DOC_100,Orthopedics,2,1,10,3,17.4,0,1.19,0.07,25.2
DOC_109,Pediatrics,15,14,9,0,10.3,0,1.32,0.13,261.2
DOC_107,Neurology,21,20,8,1,28.0,0,0.89,0.11,481.7
DOC_105,General Medicine,2,1,16,2,23.7,2,1.34,0.18,102.4
DOC_102,Dermatology,1,0,16,5,9.7,1,1.44,0.13,13.6
DOC_104,Pediatrics,4,3,14,4,9.8,1,1.03,0.07,38.9
DOC_105,Neurology,12,11,14,2,21.6,0,1.07,0.17,258.6
DOC_106,Orthopedics,21,20,9,0,15.2,0,0.91,0.06,379.6
DOC_101,Pediatrics,6,5,9,5,10.7,0,1.04,0.2,63.3
DOC_110,Dermatology,11,10,14,0,11.1,0,1.13,0.13,153.8
DOC_100,Neurology,6,5,9,3,25.2,1,1.08,0.07,203.3
DOC_105,General Medicine,3,2,9,5,19.9,0,0.94,0.06,44.0
DOC_102,Dermatology,4,3,8,2,11.9,1,1.24,0.19,58.2
DOC_113,General Medicine,1,0,10,5,15.3,0,0.96,0.19,0.0
DOC_104,General Medicine,10,9,11,2,18.5,0,0.86,0.06,176.8
DOC_108,Orthopedics,7,6,11,3,19.8,1,1.12,0.14,183.2
DOC_111,General Medicine,2,1,10,0,18.3,0,1.05,0.14,25.2
DOC_111,Pediatrics,1,0,12,0,16.9,0,1.06,0.13,2.6
DOC_104,Dermatology,24,23,15,0,10.2,0,1.27,0.12,354.4
DOC_107,Dermatology,18,17,11,3,11.0,0,1.22,0.1,269.2
DOC_107,Orthopedics,21,20,11,2,18.7,0,1.19,0.15,512.5
DOC_105,Orthopedics,3,2,11,3,19.2,0,1.19,0.12,52.2
DOC_105,Pediatrics,2,1,9,3,8.0,0,1.4,0.07,8.5
DOC_108,Neurology,11,10,11,5,24.0,0,0.96,0.15,262.2
DOC_109,Orthopedics,23,22,11,5,20.0,2,0.82,0.17,456.6
DOC_112,Neurology,2,1,9,0,27.4,2,0.86,0.15,107.2
DOC_100,General Medicine,9,8,15,0,13.0,0,1.32,0.12,162.5
DOC_113,Cardiology,21,20,10,5,15.7,0,1.11,0.12,402.7
DOC_101,Orthopedics,6,5,10,3,19.1,0,1.36,0.17,144.0
DOC_109,Pediatrics,15,14,11,0,11.4,0,1.34,0.13,284.0
DOC_108,Cardiology,18,17,9,2,17.6,3,0.85,0.09,374.4
DOC_105,General Medicine,24,23,15,3,15.9,0,0.86,0.05,338.0
DOC_101,Orthopedics,13,12,12,4,17.8,0,1.18,0.07,238.4
DOC_110,Dermatology,24,23,10,3,19.6,0,1.38,0.15,725.3
DOC_108,Cardiology,19,18,10,2,23.1,0,1.44,0.12,701.9
DOC_103,Pediatrics,6,5,11,5,14.4,0,0.85,0.17,73.2
DOC_100,Orthopedics,1,0,12,5,13.8,2,1.35,0.08,43.1
DOC_108,Pediatrics,20,19,11,1,19.2,2,1.02,0.07,509.2
DOC_113,Neurology,6,5,8,2,27.5,2,1.44,0.08,283.5
DOC_107,Neurology,4,3,10,1,21.9,0,1.23,0.11,96.8
DOC_110,Orthopedics,1,0,10,0,15.4,3,1.04,0.17,79.7
DOC_103,Cardiology,20,19,12,3,16.7,0,1.24,0.11,376.0
DOC_108,Dermatology,9,8,9,3,10.3,0,1.45,0.18,131.3
DOC_101,General Medicine,11,10,9,3,10.9,1,0.82,0.08,120.8
DOC_107,Orthopedics,4,3,10,3,22.2,1,0.96,0.13,106.8
DOC_106,Neurology,17,16,9,0,22.9,0,1.03,0.16,499.0
DOC_108,General Medicine,6,5,8,3,15.6,0,1.3,0.18,90.7
DOC_106,Pediatrics,1,0,8,5,16.8,0,1.44,0.11,0.0
DOC_105,Neurology,10,9,11,3,27.1,0,1.27,0.14,360.7
DOC_100,Orthopedics,9,8,9,2,17.7,0,1.28,0.12,212.9
DOC_114,Cardiology,18,17,15,3,15.8,0,1.3,0.19,341.1
DOC_114,Cardiology,12,11,8,4,20.5,0,1.17,0.1,252.3
DOC_107,Pediatrics,10,9,14,4,9.7,0,0.95,0.07,89.6
DOC_101,Orthopedics,1,0,10,1,19.8,0,1.17,0.1,4.0
DOC_106,Cardiology,8,7,9,2,20.2,0,1.08,0.12,177.3
DOC_101,Pediatrics,13,12,8,3,16.6,0,1.23,0.06,242.0
DOC_103,Pediatrics,3,2,15,4,17.4,1,1.11,0.06,60.4
DOC_110,Dermatology,14,13,11,3,17.7,1,0.82,0.1,243.9
DOC_110,General Medicine,1,0,9,1,23.3,1,0.82,0.15,26.5
DOC_103,Dermatology,23,22,15,0,13.2,1,1.25,0.18,440.4
DOC_101,Cardiology,20,19,11,1,22.1,0,0.85,0.13,418.9
DOC_101,Orthopedics,13,12,9,1,19.0,0,1.07,0.06,301.7
DOC_105,Pediatrics,8,7,12,0,16.4,1,1.05,0.16,143.3
DOC_113,General Medicine,13,12,8,0,13.9,0,0.85,0.14,156.1
DOC_113,Pediatrics,12,11,10,5,19.2,1,1.41,0.07,393.6
DOC_106,Cardiology,17,16,8,1,19.0,0,1.12,0.14,317.0
DOC_108,Cardiology,4,3,9,1,20.4,1,1.17,0.13,122.2
DOC_114,Dermatology,11,10,9,5,11.3,0,1.18,0.19,155.9
DOC_107,Neurology,14,13,8,3,28.0,0,1.06,0.19,345.4
DOC_105,Pediatrics,23,22,10,2,13.0,2,1.1,0.17,399.1
DOC_110,General Medicine,7,6,15,4,18.1,0,1.15,0.08,128.8
DOC_108,Neurology,3,2,10,2,22.1,1,1.31,0.06,112.6
DOC_107,General Medicine,24,23,11,2,20.9,0,1.36,0.16,749.4
DOC_109,Cardiology,13,12,9,3,16.1,0,1.12,0.06,260.8
DOC_109,Dermatology,15,14,12,1,15.4,0,0.89,0.09,188.9
DOC_101,Orthopedics,10,9,9,4,16.2,0,1.18,0.16,194.0
DOC_101,General Medicine,21,20,14,0,16.7,0,1.05,0.18,410.3
DOC_100,Dermatology,10,9,10,0,17.5,0,1.39,0.17,289.4
DOC_104,Orthopedics,11,10,10,2,12.1,1,0.88,0.11,139.6
DOC_108,Neurology,4,3,12,2,23.9,1,1.33,0.12,125.9
DOC_103,Cardiology,17,16,16,0,18.9,1,0.94,0.07,334.3
DOC_102,Cardiology,15,14,9,5,22.3,0,1.08,0.2,376.8
DOC_112,Cardiology,3,2,11,1,15.6,0,1.41,0.13,48.2
DOC_101,Cardiology,19,18,10,0,18.3,0,1.37,0.19,587.6
DOC_107,Orthopedics,10,9,10,2,14.8,0,0.91,0.2,133.0
DOC_106,General Medicine,17,16,12,3,15.9,0,1.0,0.14,235.9
DOC_107,Pediatrics,9,8,11,2,17.6,0,1.09,0.05,192.2
DOC_105,Pediatrics,19,18,9,2,9.2,0,0.85,0.19,153.7
DOC_104,Dermatology,2,1,12,5,9.9,0,1.34,0.06,17.4
DOC_114,Orthopedics,17,16,11,5,17.9,0,1.33,0.17,433.4
DOC_107,Orthopedics,5,4,9,1,25.3,1,1.46,0.1,226.4
DOC_113,Pediatrics,15,14,11,4,20.5,0,1.39,0.11,472.5
DOC_114,Cardiology,8,7,10,5,23.9,0,1.49,0.15,287.6
DOC_110,Orthopedics,17,16,10,0,19.0,0,0.9,0.08,379.9
DOC_110,Dermatology,20,19,8,1,14.8,0,0.96,0.18,253.2
DOC_107,Cardiology,7,6,8,4,19.3,0,1.28,0.09,140.4
DOC_108,Orthopedics,7,6,14,1,15.4,0,1.42,0.13,141.8
DOC_108,Dermatology,3,2,12,1,12.5,1,0.89,0.07,35.7
DOC_112,Cardiology,11,10,10,5,21.5,0,1.47,0.08,373.4
DOC_105,Orthopedics,13,12,11,3,22.7,1,1.31,0.16,455.1
DOC_105,Cardiology,5,4,14,3,21.1,0,1.19,0.09,110.3
DOC_112,Dermatology,1,0,9,4,9.2,1,1.24,0.1,20.1
DOC_106,General Medicine,12,11,10,0,14.4,0,1.31,0.17,267.7
DOC_100,Dermatology,2,1,10,0,8.2,2,0.96,0.09,36.1
DOC_104,Cardiology,19,18,16,2,18.7,3,1.21,0.09,466.9
DOC_103,Dermatology,14,13,12,2,8.1,1,1.03,0.11,108.0
DOC_103,Pediatrics,20,19,8,0,18.8,0,1.0,0.09,387.2
DOC_113,Cardiology,14,13,9,4,12.0,0,1.15,0.18,203.3
DOC_104,General Medicine,18,17,9,3,12.9,0,0.85,0.1,216.0
DOC_109,Pediatrics,17,16,12,0,12.4,0,1.47,0.12,312.7
DOC_104,Dermatology,3,2,8,4,14.8,0,1.23,0.06,29.1
DOC_102,Dermatology,5,4,10,0,15.8,1,1.03,0.11,107.7
DOC_110,Dermatology,17,16,10,0,8.5,3,1.07,0.13,240.6
DOC_101,Orthopedics,21,20,11,1,20.6,0,0.95,0.07,476.0
DOC_105,Neurology,3,2,14,5,23.7,0,0.86,0.2,37.9
DOC_108,Pediatrics,2,1,9,4,13.3,0,1.34,0.09,27.1
DOC_101,Orthopedics,16,15,8,5,13.7,0,1.29,0.18,243.1
DOC_105,General Medicine,17,16,12,4,13.9,0,1.47,0.16,302.1
DOC_114,Neurology,3,2,8,4,25.7,2,1.2,0.19,132.6
DOC_106,Orthopedics,7,6,15,0,20.9,2,0.96,0.16,199.1
DOC_104,General Medicine,1,0,11,0,13.1,0,1.49,0.08,3.7
DOC_108,General Medicine,13,12,16,1,16.2,0,0.88,0.12,164.7
DOC_108,Orthopedics,6,5,9,4,23.7,0,1.47,0.06,211.4
DOC_107,Dermatology,16,15,17,1,12.9,0,1.07,0.07,205.4
DOC_108,General Medicine,19,18,9,3,19.1,1,1.5,0.17,626.2
DOC_108,Pediatrics,19,18,8,3,16.9,3,1.1,0.05,392.1
DOC_100,Cardiology,2,1,8,5,25.4,0,1.23,0.1,22.9
DOC_114,Orthopedics,11,10,15,2,18.6,0,1.25,0.11,239.1
DOC_104,Pediatrics,14,13,15,4,12.3,1,1.39,0.14,247.9
DOC_112,Neurology,10,9,14,5,26.4,0,1.08,0.18,257.4
DOC_102,Cardiology,20,19,11,3,12.6,0,0.88,0.14,244.4
DOC_100,General Medicine,14,13,14,2,12.6,1,1.29,0.13,244.4
DOC_102,Dermatology,20,19,15,3,10.7,2,0.97,0.1,239.7
DOC_111,Cardiology,20,19,11,3,16.7,0,1.18,0.16,433.2
DOC_109,Pediatrics,17,16,15,4,16.3,0,0.88,0.15,230.1
DOC_114,Pediatrics,3,2,16,5,10.9,1,1.48,0.07,48.9
DOC_110,Neurology,19,18,8,4,22.6,0,0.94,0.13,359.2
DOC_103,Dermatology,9,8,12,4,8.1,3,1.11,0.15,91.0
DOC_112,General Medicine,13,12,17,5,17.8,1,1.4,0.2,299.2
DOC_100,Cardiology,12,11,14,3,19.5,0,1.28,0.1,282.3
DOC_107,Pediatrics,11,10,8,5,18.5,2,1.24,0.2,264.0
DOC_102,Cardiology,1,0,10,2,19.3,1,1.34,0.08,37.6
DOC_105,Dermatology,20,19,10,0,11.5,2,0.87,0.12,291.1
DOC_107,Dermatology,16,15,14,5,12.3,2,1.29,0.14,282.0
DOC_100,Cardiology,13,12,16,1,19.2,0,1.13,0.19,231.2
DOC_111,Pediatrics,6,5,10,5,15.3,0,0.92,0.16,82.4
DOC_103,Pediatrics,22,21,10,3,18.4,0,1.4,0.1,644.7
DOC_109,Dermatology,17,16,9,0,8.0,0,0.81,0.1,135.8
DOC_107,Orthopedics,23,22,14,3,15.5,0,1.22,0.11,436.3
DOC_102,Neurology,5,4,10,5,22.9,0,1.2,0.19,124.7
DOC_114,Neurology,5,4,11,5,24.0,0,1.0,0.17,110.5
DOC_104,General Medicine,22,21,17,1,20.4,1,1.3,0.07,572.0
DOC_101,Pediatrics,12,11,9,0,17.6,0,0.98,0.15,254.9
DOC_108,Pediatrics,20,19,8,0,18.4,0,1.21,0.09,460.9
DOC_106,Pediatrics,19,18,9,5,20.4,0,1.03,0.06,454.4
DOC_108,Pediatrics,4,3,14,1,13.3,0,1.35,0.12,57.6
DOC_113,Neurology,4,3,16,0,26.5,0,1.01,0.18,77.8
DOC_104,Neurology,18,17,11,1,20.0,1,0.92,0.05,404.7
DOC_100,Pediatrics,3,2,16,5,15.3,3,0.84,0.14,75.6
DOC_101,Neurology,12,11,10,1,26.6,0,1.07,0.15,363.7
DOC_101,Neurology,1,0,10,1,21.7,0,0.82,0.16,0.0
DOC_108,General Medicine,12,11,11,2,13.8,0,1.31,0.13,227.1
DOC_110,Dermatology,6,5,9,5,15.9,0,0.92,0.11,81.6
DOC_105,Dermatology,23,22,16,5,13.5,1,0.81,0.1,240.2
DOC_107,Orthopedics,13,12,9,0,18.3,2,1.03,0.15,366.9
DOC_109,Pediatrics,5,4,12,2,16.0,1,1.08,0.16,88.6
DOC_114,Neurology,22,21,11,0,17.1,0,0.84,0.13,405.4
DOC_100,Dermatology,18,17,14,3,16.1,0,1.17,0.19,317.2
DOC_105,Dermatology,20,19,8,1,9.2,0,1.28,0.06,222.6
DOC_112,Dermatology,19,18,10,5,8.3,0,1.23,0.13,214.1
DOC_104,Orthopedics,3,2,9,4,15.6,1,0.92,0.15,56.7
DOC_113,Orthopedics,15,14,14,5,18.7,0,1.2,0.09,333.5
DOC_107,Neurology,3,2,11,2,23.6,0,1.18,0.11,67.4
DOC_102,Neurology,10,9,10,2,24.8,2,1.16,0.2,372.1
DOC_110,General Medicine,24,23,10,0,16.5,2,1.26,0.15,705.0
DOC_107,Neurology,11,10,14,4,18.1,0,0.97,0.11,182.1
